physician_id,physician_efficiency,metro_area,physician_working_specialty,physician_gender,physician_credential,physician_med_school,physician_graduation_year,bump_feature,engineered_feature_1,engineered_feature_2,engineered_feature_3,medicare_engineered_1,medicare_engineered_2,medicare_engineered_3,medicare_enginerred_4,medicare_engineered_5,medicare_engineered_6,num_medicare_patients,medicare_patient_hcc_risk_score
8630,0.81,Dallas,Ortho - Total Knee/Hip,M,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2013,1867,1.319,1.089,5.7,2.5,3,1,3,4,2,718,1.361
1497,0.81,Chicago,Ophthalmology,M,UNKNOWN,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,2016,1786,0.859,0.803,12.5,2.75,3,5,2,1,3,1276,1.031
1597,0.81,Chicago,OB/GYN,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2016,1788,0.846,1.044,2.9,2.5,3,1,0,0,4,38,0.95
2207,0.81,Dallas,Family Practice,U,UNKNOWN,UNKNOWN,,1793,1.093,1.086,9,1.25,1,1,1,2,1,22,0.801
3745,0.81,Chicago,Sleep Medicine,U,UNKNOWN,UNKNOWN,,1807,0.921,1.227,11.6,3.25,3,4,4,2,3,479,1.23
4087,0.81,Chicago,Surgical Oncology,U,UNKNOWN,UNKNOWN,,1816,1.303,1.386,5.4,3.5,4,5,3,1,5,719,1.424
4416,0.81,Chicago,Anesthesiology,U,UNKNOWN,UNKNOWN,,1821,0.529,0.529,5.7,2.5,3,0,4,0,1,191,0.871
4792,0.81,Chicago,Pain Management,U,UNKNOWN,UNKNOWN,,1822,1.084,1.052,14.8,2.5,3,1,3,5,1,87,1.603
6703,0.81,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,1841,0.869,0.964,10.3,2.75,3,5,1,2,3,396,1.08
7008,0.81,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,1847,0.74,0.88,8.3,2.25,2,1,5,1,2,109,1.062
7281,0.81,Dallas,Urology,U,UNKNOWN,UNKNOWN,,1852,0.939,0.968,7.8,4,4,4,5,3,4,876,1.198
7807,0.81,Dallas,Family Practice,U,UNKNOWN,UNKNOWN,,1855,1.045,1.045,6.8,2,2,2,3,2,1,80,0.71
8417,0.81,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,1864,0.711,0.711,12.6,3.333,3,3,0,4,3,691,2.45
1504,0.82,Chicago,Cardiovascular - Non-interventional,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1974,1892,1.139,0.985,15,2,2,1,0,4,1,458,0.913
6807,0.82,Chicago,Internal Medicine,F,MD,OTHER,1977,1952,0.869,0.92,12.6,2.75,3,3,2,4,2,126,1.255
5623,0.82,Chicago,Cardiovascular - Non-interventional,M,UNKNOWN,OTHER,1978,1940,1.002,1.117,5.9,3.75,4,3,3,5,4,2043,2.023
2990,0.82,Chicago,Neurology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1979,1915,1.127,1.119,8.4,1.333,1,1,0,2,1,286,1.25
7888,0.82,Chicago,Clinical Psychology,M,UNKNOWN,OTHER,1979,1962,0.932,0.869,13.9,2.5,3,4,0,0,1,19,0.927
7915,0.82,Chicago,Internal Medicine,M,MD,OTHER,1979,1963,0.881,0.926,1.7,2.75,3,1,3,5,2,483,1.53
9200,0.82,Chicago,Cardiovascular - Interventional,M,MD,OTHER,1979,1982,1.207,1.031,11.7,3,3,4,2,1,5,1310,1.695
8885,0.82,Dallas,Neurology,M,MD,OTHER,1980,1974,1,1,8,2.5,3,2,4,3,1,371,1.662
7205,0.82,Chicago,Gastroenterology,F,MD,OTHER,1983,1958,0.912,0.776,4.2,3.25,3,2,3,4,4,470,1.673
635,0.82,Chicago,Ophthal - Retinal,F,MD,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1984,1885,1.017,0.856,2.4,1.25,1,1,1,1,2,864,1.033
6466,0.82,Chicago,Internal Medicine,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1984,1947,1.016,0.956,8.6,3.5,4,5,5,1,3,722,1.156
8104,0.82,Dallas,Internal Medicine,F,UNKNOWN,OTHER,1984,1964,2.249,2.249,1.3,4,4,5,5,2,4,323,1.212
9449,0.82,Chicago,Family Practice,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1985,1987,0.952,0.952,6.6,3,3,4,2,3,0,34,0.629
1584,0.82,Chicago,Family Practice,M,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1987,1893,0.91,0.964,11,2,2,2,1,4,1,293,0.883
4897,0.82,Chicago,Family Practice,M,MD,OTHER,1987,1934,0.91,0.964,13,2.5,3,4,2,2,2,275,0.873
9064,0.82,Dallas,Pulmonary Diseases,M,MD,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1987,1979,1.406,0.983,6.8,2.75,3,3,1,4,3,504,1.88
1793,0.82,Chicago,Family Practice,M,MD,OTHER,1988,1897,0.895,0.895,8.1,2,2,1,0,3,2,25,0.835
3220,0.82,Chicago,Ortho - Total Knee/Hip,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1988,1919,1.29,1.26,13.7,1.25,1,2,1,1,1,144,1.025
3950,0.82,Chicago,OB/GYN,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1988,1927,0.849,0.849,12.2,4,4,5,3,3,5,145,0.752
1729,0.82,Chicago,Internal Medicine,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1989,1896,0.973,0.945,6.8,2.75,3,4,3,2,2,691,0.907
2580,0.82,Dallas,Cardiovascular - Interventional,M,UNKNOWN,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,1989,1911,0.878,1.063,5.1,2,2,2,3,2,1,556,1.467
6962,0.82,Dallas,Psychiatry,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,1989,1955,1.347,1.213,16.9,2.333,2,1,0,3,3,314,1.608
6439,0.82,Chicago,Internal Medicine,M,MD,ILLINOIS MEDICAL COLLEGE,1990,1946,0.883,0.927,16.5,3,3,3,4,3,2,343,1.173
9110,0.82,Dallas,Infectious Disease,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1990,1980,1.261,1.088,5.7,2.667,3,3,0,2,3,325,2.953
1809,0.82,Chicago,Ophthal - Retinal,M,MD,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,1991,1898,1.149,0.951,5.8,3.75,4,5,3,5,2,976,1.147
4941,0.82,Chicago,Ortho - Total Knee/Hip,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1991,1935,1.041,1.029,6.6,3.25,3,5,3,1,4,785,1.082
3115,0.82,Chicago,Cardiovascular - Interventional,M,MD,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",1992,1917,1.026,0.964,16.2,3.25,3,4,4,3,2,1027,2.252
3947,0.82,Dallas,Internal Medicine,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1992,1926,0.886,0.886,11.1,3.25,3,5,5,2,1,500,0.903
8169,0.82,Dallas,Cardiovascular - Interventional,F,MD,OTHER,1992,1966,1.082,1.138,16.1,4,4,4,3,4,5,703,1.742
8311,0.82,Chicago,Internal Medicine,F,MD,CASE WESTERN RESERVE UNIVERSITY SCHOOL OF MEDICINE,1992,1968,0.976,0.976,11.9,4.25,4,5,4,5,3,370,1.105
1105,0.82,Chicago,OB/GYN,M,UNKNOWN,UNIVERSITY OF NEBRASKA COLLEGE OF MEDICINE,1993,1888,0.788,0.788,9.1,4,4,4,3,0,5,46,0.752
1413,0.82,Chicago,Cardiovascular - Interventional,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1993,1890,0.813,0.822,11.9,3.25,3,4,3,3,3,1776,1.876
5450,0.82,Chicago,Hematology and Oncology,M,MD,OTHER,1993,1939,0.801,0.792,3.1,3.75,4,2,5,3,5,839,2.138
1920,0.82,Chicago,Internal Medicine,F,MD,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1994,1901,1.013,0.956,16.3,2.5,3,3,3,2,2,326,1.04
3506,0.82,Dallas,Oncology,F,MD,OTHER,1994,1923,1.092,1.087,4.1,3.5,4,3,3,5,3,211,1.744
5679,0.82,Dallas,Internal Medicine,F,UNKNOWN,LOUISIANA STATE UNIVERSITY SCHOOL OF MEDICINE IN NEW ORLEANS,1994,1941,0.889,0.968,4.8,3,3,5,5,1,1,46,0.838
9448,0.82,Dallas,Urology,F,MD,OTHER,1994,1986,0.908,0.965,4.3,4.25,4,5,4,3,5,653,1.688
1716,0.82,Chicago,Internal Medicine,F,MD,OTHER,1995,1895,0.972,0.972,6.2,3.25,3,2,5,5,1,284,1.193
1894,0.82,Chicago,Internal Medicine,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1995,1900,0.791,0.791,7.8,3.5,4,3,5,3,3,165,0.891
5166,0.82,Chicago,Hematology and Oncology,F,MD,OTHER,1995,1937,0.867,0.834,7.4,3.333,3,5,0,1,4,389,2.592
6823,0.82,Chicago,Family Practice,M,UNKNOWN,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,1995,1953,1.233,0.982,11.6,3.75,4,3,3,5,4,321,1.013
9426,0.82,Chicago,Pulmonary Diseases,M,UNKNOWN,OTHER,1995,1984,0.86,0.878,13.4,3.25,3,5,1,2,5,929,2.578
2595,0.82,Dallas,Pulmonary Diseases,M,MD,OTHER,1996,1912,0.304,1.108,6.2,2.5,3,1,5,3,1,318,1.701
9259,0.82,Chicago,Neurological Surgery,M,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1996,1983,0.641,0.906,13.7,3.25,3,5,2,1,5,445,1.369
8760,0.82,Chicago,Psychiatry,M,UNKNOWN,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",1997,1973,1.222,1.119,12.8,4,4,3,0,4,5,237,1.32
2050,0.82,Chicago,Hospital Based Physician,F,UNKNOWN,OTHER,1998,1904,1.352,1.098,6.4,3.25,3,5,2,3,3,384,2.294
9724,0.82,Chicago,General Surgery,F,UNKNOWN,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,1998,1989,1.143,1.143,15.7,2.333,2,2,4,0,1,110,1.049
5814,0.82,Chicago,Endocrinology,F,MD,OTHER,1999,1942,0.862,0.862,3.5,2,2,1,2,2,3,121,1.362
6340,0.82,Chicago,Cardiovascular - Non-interventional,F,UNKNOWN,MID WEST MEDICAL COLLEGE,1999,1945,1.039,1.134,13.9,2.5,3,2,1,4,3,5516,1.845
3849,0.82,Chicago,Cardiovascular - Interventional,M,MD,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",2000,1925,1.135,1.028,5.2,3.5,4,5,3,1,5,2505,1.651
4082,0.82,Chicago,Family Practice,M,DO,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,2000,1928,1.054,1.053,3.4,3,3,5,1,2,4,479,0.894
9446,0.82,Chicago,Family Practice,F,UNKNOWN,OTHER,2001,1985,0.831,0.831,9.4,3.5,4,4,4,3,3,146,0.817
438,0.82,Dallas,Internal Medicine,M,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,2002,1883,0.88,0.88,4.2,3,3,3,5,2,2,282,1.003
593,0.82,Chicago,Neurology,M,UNKNOWN,MICHIGAN STATE UNIVERSITY COLLEGE OF HUMAN MEDICINE,2002,1884,0.842,0.964,12.1,3,3,4,1,3,4,756,1.532
2528,0.82,Dallas,Internal Medicine,F,MD,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2002,1910,0.886,0.886,12.5,3.75,4,4,5,3,3,248,1.3
2927,0.82,Dallas,Orthopedic Surgery,M,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2002,1914,0.279,0.554,3.1,3.5,4,5,2,5,2,722,1.301
4249,0.82,Chicago,Pulmonary Diseases,M,MD,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",2002,1930,0.789,0.898,3,2.75,3,2,5,3,1,1948,1.483
2396,0.82,Chicago,Gastroenterology,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2003,1909,1.037,1.154,1.6,2.75,3,2,1,4,4,244,2.414
9909,0.82,Dallas,Allergy-Immunology,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2003,1990,1.113,1.04,4.8,2.75,3,3,4,1,3,92,0.9
7797,0.82,Chicago,Internal Medicine,M,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2004,1960,0.89,0.928,6.7,2.75,3,2,2,3,4,455,1.473
1690,0.82,Chicago,Dermatology,M,MD,UNIVERSITY OF TENNESSEE COLLEGE OF MEDICINE,2005,1894,0.953,0.953,2.3,2.25,2,2,3,3,1,328,0.803
3029,0.82,Chicago,Pulmonary Diseases,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2005,1916,0.79,0.898,15,2.5,3,1,3,3,3,1042,1.721
7123,0.82,Chicago,Family Practice,F,UNKNOWN,UNIVERSITY OF OSTEOPATHIC MEDICINE AND HEALTH SCIENCES,2005,1956,0.91,0.962,7.4,3.5,4,5,5,3,1,221,1.095
8945,0.82,Dallas,Ophthal - Retinal,M,MD,DUKE UNIVERSITY SCHOOL OF MEDICINE,2005,1976,0.834,0.834,5.8,3.5,4,3,3,5,3,1477,1.089
1845,0.82,Dallas,Oncology,M,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2007,1899,1.102,1.016,5.6,2.25,2,2,2,4,1,359,1.922
2888,0.82,Chicago,General Surgery,M,UNKNOWN,OTHER,2007,1913,0.944,0.944,2.3,4.25,4,2,5,5,5,265,5.13
6889,0.82,Chicago,Radiology,F,MD,OTHER,2007,1954,0.906,0.906,11.6,2.667,3,0,3,3,2,2430,1.665
7796,0.82,Chicago,Hematology and Oncology,M,MD,OTHER,2007,1959,1.147,1.18,6.4,2.75,3,1,4,5,1,532,2.147
7803,0.82,Chicago,Internal Medicine,M,MD,OTHER,2007,1961,0.881,0.926,13.1,3,3,4,1,5,2,276,1.449
786,0.82,Chicago,Family Practice,M,UNKNOWN,OTHER,2008,1886,0.991,0.926,4.7,2,2,1,1,4,2,106,1.367
5128,0.82,Chicago,Pediatric Otolaryngology,M,UNKNOWN,OTHER,2008,1936,0.758,0.889,8.9,2,2,1,2,0,3,287,1.512
8536,0.82,Dallas,Family Practice,M,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2008,1970,1.034,1.034,12.4,2.5,3,1,3,3,3,209,0.914
8237,0.82,Chicago,Neurology,M,UNKNOWN,"UNIVERSITY OF MISSOURI, KANSAS CITY, SCHOOL OF MEDICINE",2009,1967,0.933,0.933,6.6,3.25,3,3,2,4,4,591,2.287
6106,0.82,Chicago,Internal Medicine,F,MD,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2010,1944,1.011,0.956,16.7,4.5,5,5,5,4,4,283,1.36
9185,0.82,Chicago,Family Practice,M,UNKNOWN,OTHER,2011,1981,1.002,0.926,16.7,2.25,2,3,2,2,2,460,1.101
9472,0.82,Dallas,Dermatology,F,UNKNOWN,COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS,2011,1988,0.877,0.877,17,1.5,2,2,1,1,2,563,0.903
3447,0.82,Chicago,Pulmonary Diseases,M,UNKNOWN,UNIVERSITY OF IOWA COLLEGE OF MEDICINE,2013,1922,1,1.15,6.2,2.667,3,2,3,0,3,768,2.414
2267,0.82,Chicago,Hematology and Oncology,F,UNKNOWN,UNIVERSITY OF FLORIDA COLLEGE OF MEDICINE,2014,1907,1.175,1.112,17.1,4,4,4,0,0,4,118,2.275
9031,0.82,Dallas,Pain Management,M,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2014,1978,0.806,0.845,6.2,2.5,3,2,3,3,2,315,0.956
6539,0.82,Chicago,Dermatology - MOHS,F,UNKNOWN,OTHER,2015,1949,0.932,0.88,4.8,1.5,2,1,2,2,1,791,0.931
8110,0.82,Dallas,Pain Mgmt or Anesthesiology Pain Mgmt,M,UNKNOWN,OTHER,2015,1965,0.388,0.774,15,1.333,1,1,2,0,1,435,1.941
1015,0.82,Chicago,Internal Medicine,F,UNKNOWN,OTHER,2016,1887,0.881,0.917,10.2,2,2,2,4,1,1,144,1.222
8523,0.82,Dallas,Family Practice,F,UNKNOWN,OTHER,2016,1969,1.427,1.106,9.6,1.5,2,3,1,1,1,62,1.779
8903,0.82,Dallas,Pain Management,M,UNKNOWN,OTHER,2016,1975,0.862,0.984,2.6,1.667,2,1,0,2,2,53,1.365
2141,0.82,Dallas,Internal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2017,1905,0.889,0.968,10.6,3.25,3,4,1,4,4,340,2.658
4843,0.82,Dallas,OB/GYN,F,UNKNOWN,OKLAHOMA COLLEGE OF OSTEOPATHIC MEDICINE AND SURGERY,2017,1933,0.764,0.764,10.6,1.5,2,1,1,2,2,39,0.967
6532,0.82,Chicago,Hospital Based Physician,M,UNKNOWN,OTHER,2018,1948,0.951,1.042,9.2,2.667,3,1,5,0,2,227,1.818
8553,0.82,Chicago,Family Practice,M,UNKNOWN,OTHER,2018,1971,1.054,0.936,12.4,1.667,2,3,0,1,1,62,1.076
2041,0.82,Chicago,Family Practice,U,UNKNOWN,UNKNOWN,,1903,0.977,0.98,13.9,2.25,2,1,2,5,1,307,0.883
4466,0.82,Chicago,Orthopedic Surgery,U,UNKNOWN,UNKNOWN,,1932,1.097,0.949,6.7,2.25,2,2,2,1,4,163,1.301
5169,0.82,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,1938,0.869,0.964,12.1,2.25,2,1,1,5,2,313,1.622
7191,0.82,Chicago,Orthopedic Surgery,U,UNKNOWN,UNKNOWN,,1957,0.916,0.907,5.7,4,4,5,5,4,2,347,1.163
1684,0.83,Chicago,Neurology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1976,2006,1.392,1.131,5.3,1.333,1,1,0,1,2,86,1.098
6696,0.83,Chicago,Dermatology,F,UNKNOWN,COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS,1976,2052,1.129,1.125,14.4,2.25,2,5,1,1,2,287,1.047
3974,0.83,Chicago,Hospital Based Physician,F,MD,JEFFERSON MEDICAL COLLEGE OF THOMAS JEFFERSON UNIVERSITY,1979,2030,1.163,1.356,16.2,2.333,2,3,0,2,2,395,2.07
8738,0.83,Dallas,Ophthal - Retinal,M,DO,OTHER,1979,2075,0.821,0.821,3.4,3.25,3,3,3,5,2,1634,1.092
8250,0.83,Chicago,Ophthal - Retinal,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1980,2070,1.036,0.856,7,3.75,4,5,5,1,4,1102,1.317
9546,0.83,Chicago,Gastroenterology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1980,2084,1.04,1.155,10.7,2.75,3,2,1,4,4,518,1.58
5817,0.83,Chicago,Ortho - Spine,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1982,2048,1.02,0.98,16.5,1.75,2,1,4,1,1,383,1.078
1351,0.83,Chicago,Ortho - Total Knee/Hip,F,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1985,2000,1.245,1.167,5.1,3.5,4,5,5,1,3,681,0.903
4174,0.83,Chicago,Pulmonary Diseases,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1985,2032,1.043,1.119,6.4,2,2,2,3,2,1,755,1.818
6503,0.83,Chicago,Internal Medicine,F,MD,OTHER,1985,2050,1.074,1.042,12.5,3.25,3,3,4,2,4,331,1.23
437,0.83,Dallas,Internal Medicine,M,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,1986,1996,1.053,1.087,11.8,2.25,2,1,2,4,2,226,1.335
2346,0.83,Chicago,Dermatology,F,UNKNOWN,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,1986,2016,0.869,0.851,8.3,2,2,1,4,1,2,726,0.787
4690,0.83,Chicago,Pain Management,M,UNKNOWN,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,1986,2042,1.71,1.72,12.8,4.5,5,0,5,0,4,370,1.702
2341,0.83,Chicago,OB/GYN,F,UNKNOWN,CREIGHTON UNIVERSITY SCHOOL OF MEDICINE,1987,2015,0.672,1.107,7.2,3.75,4,4,4,2,5,361,1.004
7120,0.83,Chicago,Clinical Psychology,M,UNKNOWN,OTHER,1988,2058,1.103,1.103,14.9,3,3,5,0,0,1,18,0.958
9431,0.83,Chicago,OB/GYN,M,MD,OTHER,1989,2083,1.034,1.034,16,3.25,3,4,2,5,2,161,0.716
4313,0.83,Chicago,Anesthesiology,M,MD,OTHER,1990,2036,1.303,1.303,1.6,2.5,3,0,2,0,3,182,1.802
320,0.83,Dallas,Critical Care Medicine,M,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1991,1994,0.997,0.993,13.4,3.25,3,4,2,3,4,482,2.368
7466,0.83,Chicago,Internal Medicine,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1991,2062,0.961,0.768,2.8,2,2,2,2,1,3,426,1.712
7476,0.83,Chicago,Family Practice,M,MD,OTHER,1991,2063,0.91,0.964,10.9,1.25,1,1,2,1,1,130,0.993
3245,0.83,Chicago,OB/GYN,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1992,2024,0.855,0.855,3.5,3.5,4,2,4,5,3,34,0.552
8048,0.83,Dallas,Cardiovascular - Non-interventional,F,MD,TULANE UNIVERSITY SCHOOL OF MEDICINE,1992,2068,1.054,1.087,2.4,1.75,2,1,1,3,2,722,1.552
902,0.83,Chicago,Internal Medicine,F,UNKNOWN,OTHER,1993,1999,0.984,0.984,10.3,4,4,5,4,2,5,286,0.807
2059,0.83,Chicago,Pulmonary Diseases,M,MD,OTHER,1993,2011,0.873,0.853,13.2,2.5,3,2,2,2,4,1172,2.376
4683,0.83,Dallas,Internal Medicine,F,MD,OTHER,1994,2041,1.417,1.213,4.9,2.75,3,2,1,3,5,253,1.351
3773,0.83,Chicago,Cardiovascular - Interventional,F,DO,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,1995,2027,1.097,0.979,1.9,1.75,2,1,4,1,1,2472,1.466
3954,0.83,Chicago,Family Practice,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1995,2029,0.955,0.955,13.1,1.25,1,1,1,1,2,107,0.986
4462,0.83,Dallas,Critical Care Medicine,F,MD,OTHER,1995,2038,0.873,0.871,7.1,3,3,5,1,2,4,671,2.407
8828,0.83,Chicago,Ortho - Total Knee/Hip,M,UNKNOWN,COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS,1995,2077,0.863,0.898,4.5,2.75,3,2,4,3,2,563,1.069
144,0.83,Chicago,Radiology,F,UNKNOWN,TULANE UNIVERSITY SCHOOL OF MEDICINE,1996,1992,1.133,1.155,6.8,2.667,3,5,2,0,1,463,0.808
1648,0.83,Chicago,Family Practice,F,MD,OTHER,1996,2005,1.062,0.984,2.6,2,2,4,2,1,1,164,1.307
4103,0.83,Chicago,Family Practice,F,MD,OTHER,1996,2031,0.91,0.964,3.6,2,2,4,2,1,1,140,1.448
4499,0.83,Chicago,OB/GYN,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1996,2039,0.968,0.898,1.9,2,2,2,3,0,1,57,0.798
396,0.83,Chicago,Internal Medicine,M,MD,OTHER,1997,1995,1.081,0.984,9.6,2.25,2,1,2,3,3,304,1.138
6827,0.83,Dallas,Cardiovascular - Non-interventional,F,UNKNOWN,OTHER,1997,2053,0.963,1.087,3.1,2.5,3,4,3,1,2,1456,1.979
1958,0.83,Chicago,Internal Medicine,F,MD,OTHER,1998,2009,0.716,0.74,7.5,3.5,4,1,3,5,5,293,1.857
7935,0.83,Chicago,Pulmonary Diseases,F,MD,OTHER,1998,2066,0.778,0.984,8,2.75,3,4,1,4,2,1034,2.376
9948,0.83,Chicago,General Surgery,F,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1998,2086,0.861,0.967,9,5,5,5,5,5,5,414,1.825
1591,0.83,Chicago,Internal Medicine,F,MD,OTHER,1999,2003,0.837,0.837,16.9,3.25,3,4,4,3,2,454,1.139
2056,0.83,Dallas,Nephrology,F,MD,OTHER,1999,2010,0.73,0.73,11.6,2.5,3,4,3,1,2,669,2.987
7998,0.83,Chicago,Internal Medicine,F,UNKNOWN,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,1999,2067,0.869,0.964,14,3,3,3,4,1,4,689,1.112
7593,0.83,Chicago,Internal Medicine,M,MD,OTHER,2000,2065,1.018,0.956,3.1,2,2,4,1,1,2,642,1.03
290,0.83,Dallas,Internal Medicine,F,MD,OTHER,2001,1993,0.757,0.757,13.7,3.25,3,4,2,3,4,115,0.992
5908,0.83,Dallas,Dermatology,F,MD,BAYLOR COLLEGE OF MEDICINE,2001,2049,1.087,1.087,13.5,2.5,3,1,3,4,2,466,1.029
75,0.83,Dallas,Ophthal - Cataract,F,UNKNOWN,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2002,1991,1.03,1.016,14.4,3.5,4,4,5,3,2,1544,0.93
1625,0.83,Dallas,Cardiovascular - Interventional,M,MD,OTHER,2002,2004,1.08,1.138,16.1,3.5,4,4,5,4,1,765,1.726
4978,0.83,Chicago,Orthopedic Surgery,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2002,2044,1.096,1.051,8.6,1.75,2,1,1,3,2,60,1.352
5522,0.83,Chicago,Family Practice,F,MD,OTHER,2003,2047,0.877,0.898,2.8,2.75,3,3,2,3,3,129,0.781
6928,0.83,Chicago,Family Practice,F,UNKNOWN,CHICAGO COLLEGE OF OSTEOPATHY,2003,2054,0.91,0.964,16,3.25,3,4,4,3,2,348,1.149
1564,0.83,Chicago,Pathology,M,MD,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,2004,2002,1.018,1.018,16.5,2.667,3,2,3,0,3,1585,1.348
2848,0.83,Dallas,Internal Medicine,F,MD,GEORGE WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2004,2020,0.89,0.968,9.7,3.25,3,5,3,2,3,527,0.869
9123,0.83,Chicago,Gastroenterology,M,MD,CASE WESTERN RESERVE UNIVERSITY SCHOOL OF MEDICINE,2004,2079,1.025,1.082,12.4,1.75,2,1,4,1,1,354,1.202
